date,value
2023-08-04,17.100000381469727
2023-08-07,15.770000457763672
2023-08-08,15.989999771118164
2023-08-09,15.960000038146973
2023-08-10,15.850000381469727
2023-08-11,14.84000015258789
2023-08-14,14.819999694824219
2023-08-15,16.459999084472656
2023-08-16,16.780000686645508
2023-08-17,17.889999389648438
2023-08-18,17.299999237060547
2023-08-21,17.1299991607666
2023-08-22,16.969999313354492
2023-08-23,15.979999542236328
2023-08-24,17.200000762939453
2023-08-25,15.680000305175781
2023-08-28,15.079999923706055
2023-08-29,14.449999809265137
2023-08-30,13.880000114440918
2023-08-31,13.569999694824219
2023-09-01,13.09000015258789
2023-09-05,14.010000228881836
2023-09-06,14.449999809265137
2023-09-07,14.399999618530273
2023-09-08,13.84000015258789
2023-09-11,13.800000190734863
2023-09-12,14.229999542236328
2023-09-13,13.479999542236328
2023-09-14,12.819999694824219
2023-09-15,13.789999961853027
2023-09-18,14.0
2023-09-19,14.109999656677246
2023-09-20,15.140000343322754
2023-09-21,17.540000915527344
2023-09-22,17.200000762939453
2023-09-25,16.899999618530273
2023-09-26,18.940000534057617
2023-09-27,18.219999313354492
2023-09-28,17.34000015258789
2023-09-29,17.520000457763672
2023-10-02,17.610000610351562
2023-10-03,19.780000686645508
2023-10-04,18.579999923706055
2023-10-05,18.489999771118164
2023-10-06,17.450000762939453
2023-10-09,17.700000762939453
2023-10-10,17.030000686645508
2023-10-11,16.09000015258789
2023-10-12,16.690000534057617
2023-10-13,19.31999969482422
2023-10-16,17.209999084472656
2023-10-17,17.8799991607666
2023-10-18,19.219999313354492
2023-10-19,21.399999618530273
2023-10-20,21.709999084472656
2023-10-23,20.3700008392334
2023-10-24,18.969999313354492
2023-10-25,20.190000534057617
2023-10-26,20.68000030517578
2023-10-27,21.270000457763672
2023-10-30,19.75
2023-10-31,18.139999389648438
2023-11-01,16.8700008392334
2023-11-02,15.65999984741211
2023-11-03,14.90999984741211
2023-11-06,14.890000343322754
2023-11-07,14.8100004196167
2023-11-08,14.449999809265137
